conversation_id,tweet_id,created_at,username,full_text,like_count,retweet_count,reply_count,is_quote_status,user_followers,lang,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 05:13:09 +0000 2025,blank0429,"@Dandhy_Laksono @tempodotco @jokowi Sependapat

Perlu dikabarkan terus hingga titik fokus publik berasa membakar",11,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 05:12:50 +0000 2025,ruhendie,@Dandhy_Laksono @tempodotco @jokowi Yg dipanggil gerombolan biasanya cuman pake insting gak mikir mereka😜,0,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 05:12:44 +0000 2025,_denjul,"@tempodotco Rakyat lagi aja yang nanggung akibatnya. Memang pada gak becus ngurus negara, kontol emang.",0,1,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 05:09:01 +0000 2025,mencla_mencle,"@tempodotco Jika terbukti. Wajib ada yang ngandang. @jokowi dan siapapun yg dibawahnya wajib diadili. Kelakuan terbangsat pemimpin negara buang2 duit negara ga terukur banyaknya. Minimal keparat² itu tau, jalanin hukuman didunia bisa jadi ngurangin hisab tanggung  jawab mereka diakhirat",2,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:56:23 +0000 2025,Mudjibur_Rohman,@tempodotco Lha kan goblok namanya? Udah diingatkan jg,0,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:54:34 +0000 2025,enjang_as,"@tempodotco Jadi inget ini min.

https://t.co/zNDYHGJOwh",0,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:54:25 +0000 2025,Didikjzie,"@tempodotco Inilah hasil imajinasi megalomania, bkn rasionalitas. Negara hrs belajar dr kegagalan ini,bkn hanya unt menghindari pemborosan sumber daya, tapi jg unt memastikan bahwa politik tdk lagi menjadi panggung halusinasi,melainkan alat unt mewujudkan kesejahteraan yg nyata bagi rakyat…",14,6,1,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:53:14 +0000 2025,Ali_M_A_Siregar,@buknegilang @tempodotco Ya juga ya 👍,0,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:53:09 +0000 2025,KunciPlus,@Dandhy_Laksono @tempodotco @jokowi APHnya problematik. Disumpah menegakkan hukum malah jadi kaki tangan penguasa.,0,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:50:18 +0000 2025,GSariawant26410,"@tempodotco Kurang anjing apa coba gerombolan ini.
Seandainya hukum di indon ditegak kan.
Tapi sudahlah itu hanya mimpi.
Semoga karma semesta berlaku adanya.",1,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:50:01 +0000 2025,danangsarbini,@tempodotco Harunya mereka semua diadili,0,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:49:37 +0000 2025,BimoTjontong,@Dandhy_Laksono @tempodotco @jokowi Login,0,0,0,0,0,en,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:49:11 +0000 2025,GSariawant26410,"@Dandhy_Laksono @tempodotco @jokowi Adili JOKOWI beserta gerombolannya.
Perusak !!!",0,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:47:42 +0000 2025,hisyamlatif1,@Dandhy_Laksono @tempodotco @jokowi Kebodohan? Lebih tepatnya kegilaan,0,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:38:41 +0000 2025,dwi_brom,"@Dandhy_Laksono @tempodotco @jokowi @prabowo Nggih mas, paham.. saya kurang teliti membacanya..🙏",2,0,0,0,0,in,,,,,,,,,,
1.95E+18,1.95E+18,Mon Aug 11 04:36:16 +0000 2025,Dandhy_Laksono,@dwi_brom @tempodotco @jokowi @prabowo Prabowo bagian dari gerombolan yang saya maksud.,31,1,3,0,0,in,,,,,,,,,,
